eval_id,rater,case_id,surface,title,description,research_gap,evidence_references,relevance,novelty,plausibility,evidence_quality,notes
EV-c3b9b61a05,,knowledge_graph_x_question_answering,gap,,"Possible gap: 'Advanced Graph Neural Networks' appears on only one side of this pairing (Knowledge graph embeddings / Question answering over knowledge bases); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.","Possible gap: 'Advanced Graph Neural Networks' appears on only one side of this pairing (Knowledge graph embeddings / Question answering over knowledge bases); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.",,,,,,
EV-c5e1c2ca7e,,gnn_x_protein_structure,gap,,"Possible gap: 'Computational Drug Discovery Methods' appears on only one side of this pairing (Graph neural networks for drug discovery / Protein structure prediction); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.","Possible gap: 'Computational Drug Discovery Methods' appears on only one side of this pairing (Graph neural networks for drug discovery / Protein structure prediction); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.",,,,,,
EV-c5e8a5c855,,rl_x_sim_to_real,intersection,Bridging 'Sim-to-Real Transfer of Robotic Control with Dynamics Random' and 'Sim-to-Real Transfer in Deep Reinforcement Learning for Robo',The two most overlapping papers share vocabulary with the combined expertise of Reinforcement learning for robot control and Sim-to-real transfer in robotics; combining their reported methods is a plausible joint direction.,No source paper in the retrieved set jointly covers 'Adaptive Dynamic Programming Control' across Reinforcement learning for robot control and Sim-to-real transfer in robotics; a combined treatment is missing.,Sim-to-Real Transfer of Robotic Control with Dynamics Randomization; Sim-to-Real Transfer in Deep Reinforcement Learning for Robotics: a Survey; Continual lifelong learning with neural networks: A review,,,,,
EV-c693e87892,,quantum_chemistry_x_dft,gap,,Future-work opportunity: Extending 'A Persona-Based Neural Conversation Model' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'A Persona-Based Neural Conversation Model' to broader settings is suggested by the absence of such results in the abstract.,A Persona-Based Neural Conversation Model,,,,,
EV-c7616eeabb,,recommender_x_fairness,gap,,"Explicit limitation reported: The abstract of 'The NIMH Research Domain Criteria Initiative: Background, Issues, and Pragmatics' does not report evaluation beyond rdoc.","Explicit limitation reported: The abstract of 'The NIMH Research Domain Criteria Initiative: Background, Issues, and Pragmatics' does not report evaluation beyond rdoc.","The NIMH Research Domain Criteria Initiative: Background, Issues, and Pragmatics",,,,,
EV-c83b797729,,clinical_nlp_x_ehr,gap,,Explicit limitation reported: The abstract of 'Assessment of Natural Language Processing of Electronic Health Records to Measure Goals-of-Care Discussions as a Clinical Trial Outcome' does not report evaluation beyond power.,Explicit limitation reported: The abstract of 'Assessment of Natural Language Processing of Electronic Health Records to Measure Goals-of-Care Discussions as a Clinical Trial Outcome' does not report evaluation beyond power.,Assessment of Natural Language Processing of Electronic Health Records to Measure Goals-of-Care Discussions as a Clinical Trial Outcome,,,,,
EV-c8f0bb616e,,quantum_chemistry_x_dft,intersection,Similarity bridge: 'QUANTUM ESPRESSO: a modular and open-source software project' and 'Quantum Computing in the NISQ era and beyond',The two corpus papers most similar (embedding-wise) to the combined researcher inputs are proposed as the basis of a joint direction.,Topics outside the top-ranked papers are least similar to the combined inputs for Quantum computing for chemistry and Density functional theory; such topics are not jointly evidenced.,QUANTUM ESPRESSO: a modular and open-source software project for quantum simulations of materials; Quantum Computing in the NISQ era and beyond; Self-Consistent Equations Including Exchange and Correlation Effects,,,,,
EV-c8fb71920e,,clinical_nlp_x_ehr,gap,,"Possible gap: 'Machine Learning in Healthcare' appears on only one side of this pairing (Natural language processing for clinical text / Electronic health record analytics); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.","Possible gap: 'Machine Learning in Healthcare' appears on only one side of this pairing (Natural language processing for clinical text / Electronic health record analytics); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.",,,,,,
EV-c976d6854f,,knowledge_graph_x_question_answering,gap,,Explicit limitation reported: The abstract of 'Validation of the theoretical domains framework for use in behaviour change and implementation research' does not report evaluation beyond framework.,Explicit limitation reported: The abstract of 'Validation of the theoretical domains framework for use in behaviour change and implementation research' does not report evaluation beyond framework.,Validation of the theoretical domains framework for use in behaviour change and implementation research,,,,,
EV-ca923fb274,,quantum_chemistry_x_dft,gap,,Retrieved coverage is limited to the listed papers; a deeper corpus would be needed to confirm gaps between Quantum computing for chemistry and Density functional theory.,Retrieved coverage is limited to the listed papers; a deeper corpus would be needed to confirm gaps between Quantum computing for chemistry and Density functional theory.,"QUANTUM ESPRESSO: a modular and open-source software project for quantum simulations of materials; Quantum Computing in the NISQ era and beyond; The M06 suite of density functionals for main group thermochemistry, thermochemical kinetics, noncovalent interactions, excited states, and transition elements: two new functionals and systematic testing of four M06-class functionals and 12 other functionals",,,,,
EV-cbd6c170e0,,rl_x_sim_to_real,gap,,Explicit limitation reported: The abstract of 'Real–Sim–Real Transfer for Real-World Robot Control Policy Learning with Deep Reinforcement Learning' does not report evaluation beyond policies.,Explicit limitation reported: The abstract of 'Real–Sim–Real Transfer for Real-World Robot Control Policy Learning with Deep Reinforcement Learning' does not report evaluation beyond policies.,Real–Sim–Real Transfer for Real-World Robot Control Policy Learning with Deep Reinforcement Learning,,,,,
EV-cbe1d70b56,,federated_learning_x_privacy,hypothesis,,The most embedding-similar papers jointly cover the researchers' interests; combining their methods warrants empirical evaluation.,,"Federated Learning for Smart Healthcare: A Survey; Deep learning for healthcare: review, opportunities and challenges; Advances and Open Problems in Federated Learning",,,,,
EV-cbf7bbd8bc,,gnn_x_protein_structure,gap,,Explicit limitation reported: The abstract of 'Graph convolutional networks: a comprehensive review' does not report evaluation beyond graph.,Explicit limitation reported: The abstract of 'Graph convolutional networks: a comprehensive review' does not report evaluation beyond graph.,Graph convolutional networks: a comprehensive review,,,,,
EV-cce38b9621,,climate_downscaling_x_deep_learning,gap,,Future-work opportunity: Extending 'Diagnostic and Statistical Manual of Mental Disorders' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Diagnostic and Statistical Manual of Mental Disorders' to broader settings is suggested by the absence of such results in the abstract.,Diagnostic and Statistical Manual of Mental Disorders,,,,,
EV-cd18fc9fb6,,causal_inference_x_clinical_ml,gap,,Topics outside the top-ranked papers are least similar to the combined inputs for Causal inference in epidemiology and Machine learning for clinical prediction; such topics are not jointly evidenced.,Topics outside the top-ranked papers are least similar to the combined inputs for Causal inference in epidemiology and Machine learning for clinical prediction; such topics are not jointly evidenced.,Machine learning applications in cancer prognosis and prediction; The MR-Base platform supports systematic causal inference across the human phenome; Marginal Structural Models and Causal Inference in Epidemiology,,,,,
EV-cd3ee55afd,,federated_learning_x_privacy,gap,,Explicit limitation reported: The abstract of 'Validation of the theoretical domains framework for use in behaviour change and implementation research' does not report evaluation beyond framework.,Explicit limitation reported: The abstract of 'Validation of the theoretical domains framework for use in behaviour change and implementation research' does not report evaluation beyond framework.,Validation of the theoretical domains framework for use in behaviour change and implementation research,,,,,
EV-cdb3a485ae,,speech_recognition_x_hearing_aids,gap,,Future-work opportunity: Extending 'Presentación' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Presentación' to broader settings is suggested by the absence of such results in the abstract.,Presentación,,,,,
EV-cf9dd34403,,gnn_x_protein_structure,hypothesis,,The most embedding-similar papers jointly cover the researchers' interests; combining their methods warrants empirical evaluation.,,SWISS-MODEL: homology modelling of protein structures and complexes; Scientific Machine Learning Through Physics–Informed Neural Networks: Where we are and What’s Next; Neural Message Passing for Quantum Chemistry,,,,,
EV-d11d286a53,,gnn_x_protein_structure,gap,,Explicit limitation reported: The abstract of 'Compound–protein interaction prediction with end-to-end learning of neural networks for graphs and sequences' does not report evaluation beyond neural.,Explicit limitation reported: The abstract of 'Compound–protein interaction prediction with end-to-end learning of neural networks for graphs and sequences' does not report evaluation beyond neural.,Compound–protein interaction prediction with end-to-end learning of neural networks for graphs and sequences,,,,,
EV-d142d9a61a,,knowledge_graph_x_question_answering,hypothesis,,"Combining the complementary expertise described in 'Bridging illustrative x illustrative: combining Knowledge graph embeddings and Question answering over knowledge bases expertise' will yield measurable gains on the identified shared problem, as motivated by the cited evidence.",,QA-GNN: Reasoning with Language Models and Knowledge Graphs for Question Answering,,,,,
EV-d1786a38fb,,single_cell_x_transfer_learning,intersection,Shared focus: gene expression and cancer classification + single-cell and spatial transcriptomics,Both profiles reference 'gene expression and cancer classification'. Combining Single-cell genomics's methods (see profile) with Transfer learning in bioinformatics's methods (see profile) may advance the shared problem.,,,,,,,
EV-d33ffaa3f3,,causal_inference_x_clinical_ml,gap,,Future-work opportunity: Extending 'Matching Methods for Causal Inference: A Review and a Look Forward' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Matching Methods for Causal Inference: A Review and a Look Forward' to broader settings is suggested by the absence of such results in the abstract.,Matching Methods for Causal Inference: A Review and a Look Forward,,,,,
EV-d37f98cdf1,,knowledge_graph_x_question_answering,gap,,Future-work opportunity: Extending 'A review: Knowledge reasoning over knowledge graph' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'A review: Knowledge reasoning over knowledge graph' to broader settings is suggested by the absence of such results in the abstract.,A review: Knowledge reasoning over knowledge graph,,,,,
EV-d382729bd5,,causal_inference_x_clinical_ml,hypothesis,,Applying the combined methodology suggested by 'Exploratory pairing: Causal inference in epidemiology and Machine learning for clinical prediction' will yield measurable gains on the shared problem; this remains to be empirically validated.,,,,,,,
EV-d386923db5,,single_cell_x_transfer_learning,gap,,Explicit limitation reported: The abstract of 'Benchmarking atlas-level data integration in single-cell genomics' does not report evaluation beyond integration.,Explicit limitation reported: The abstract of 'Benchmarking atlas-level data integration in single-cell genomics' does not report evaluation beyond integration.,Benchmarking atlas-level data integration in single-cell genomics,,,,,
EV-d4403d7188,,knowledge_graph_x_question_answering,hypothesis,,Combining the methods reported in the top retrieved papers will yield gains on No source paper in the retrieved set jointly covers 'Multimodal Machine Learning Applications' across Knowledge graph embeddings and Question answering over knowledge bases; a combined treatment is missing.,,Knowledge Graph Embedding: A Survey of Approaches and Applications; Knowledge Graph Embedding by Translating on Hyperplanes; Learning Entity and Relation Embeddings for Knowledge Graph Completion,,,,,
EV-d4624a89ea,,rl_x_sim_to_real,gap,,Future-work opportunity: Extending 'Real–Sim–Real Transfer for Real-World Robot Control Policy Learning with Deep Reinforcement Learning' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Real–Sim–Real Transfer for Real-World Robot Control Policy Learning with Deep Reinforcement Learning' to broader settings is suggested by the absence of such results in the abstract.,Real–Sim–Real Transfer for Real-World Robot Control Policy Learning with Deep Reinforcement Learning,,,,,
EV-d4b95adc0d,,clinical_nlp_x_ehr,gap,,Future-work opportunity: Extending 'The NIMH Research Domain Criteria (RDoC) Project: Precision Medicine for Psychiatry' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'The NIMH Research Domain Criteria (RDoC) Project: Precision Medicine for Psychiatry' to broader settings is suggested by the absence of such results in the abstract.,The NIMH Research Domain Criteria (RDoC) Project: Precision Medicine for Psychiatry,,,,,
EV-d4f24bd1ec,,climate_downscaling_x_deep_learning,gap,,"Possible gap: 'Meteorological Phenomena and Simulations' appears on only one side of this pairing (Statistical climate downscaling / Deep learning for earth observation); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.","Possible gap: 'Meteorological Phenomena and Simulations' appears on only one side of this pairing (Statistical climate downscaling / Deep learning for earth observation); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.",,,,,,
EV-d4f6e17fa6,,gnn_x_protein_structure,gap,,Future-work opportunity: Extending 'Research Domain Criteria (RDoC): Toward a New Classification Framework for Research on Mental Disorders' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Research Domain Criteria (RDoC): Toward a New Classification Framework for Research on Mental Disorders' to broader settings is suggested by the absence of such results in the abstract.,Research Domain Criteria (RDoC): Toward a New Classification Framework for Research on Mental Disorders,,,,,
EV-d5e851b9a8,,speech_recognition_x_hearing_aids,gap,,Explicit limitation reported: The abstract of 'ITINERIS - Italian Integrated Environmental Research Infrastructures System - Marine Domain ' does not report evaluation beyond data.,Explicit limitation reported: The abstract of 'ITINERIS - Italian Integrated Environmental Research Infrastructures System - Marine Domain ' does not report evaluation beyond data.,ITINERIS - Italian Integrated Environmental Research Infrastructures System - Marine Domain ,,,,,
EV-d7031b1b5a,,materials_discovery_x_active_learning,gap,,Future-work opportunity: Extending 'On-the-fly closed-loop materials discovery via Bayesian active learning' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'On-the-fly closed-loop materials discovery via Bayesian active learning' to broader settings is suggested by the absence of such results in the abstract.,On-the-fly closed-loop materials discovery via Bayesian active learning,,,,,
EV-d707c4864c,,speech_recognition_x_hearing_aids,gap,,Future-work opportunity: Extending 'Improving automatic speech recognition in spatially-aware hearing aids' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Improving automatic speech recognition in spatially-aware hearing aids' to broader settings is suggested by the absence of such results in the abstract.,Improving automatic speech recognition in spatially-aware hearing aids,,,,,
EV-d70f94b43a,,quantum_chemistry_x_dft,intersection,Bridging 'QUANTUM ESPRESSO: a modular and open-source software project' and 'Quantum Computing in the NISQ era and beyond',The two most overlapping papers share vocabulary with the combined expertise of Quantum computing for chemistry and Density functional theory; combining their reported methods is a plausible joint direction.,Retrieved coverage is limited to the listed papers; a deeper corpus would be needed to confirm gaps between Quantum computing for chemistry and Density functional theory.,"QUANTUM ESPRESSO: a modular and open-source software project for quantum simulations of materials; Quantum Computing in the NISQ era and beyond; The M06 suite of density functionals for main group thermochemistry, thermochemical kinetics, noncovalent interactions, excited states, and transition elements: two new functionals and systematic testing of four M06-class functionals and 12 other functionals",,,,,
EV-d86354ed51,,quantum_chemistry_x_dft,gap,,"Possible gap: 'Quantum Information and Cryptography' appears on only one side of this pairing (Quantum computing for chemistry / Density functional theory); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.","Possible gap: 'Quantum Information and Cryptography' appears on only one side of this pairing (Quantum computing for chemistry / Density functional theory); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.",,,,,,
EV-d88aa6d404,,federated_learning_x_privacy,intersection,"Similarity bridge: 'Federated Learning for Smart Healthcare: A Survey' and 'Deep learning for healthcare: review, opportunities and chal'",The two corpus papers most similar (embedding-wise) to the combined researcher inputs are proposed as the basis of a joint direction.,Topics outside the top-ranked papers are least similar to the combined inputs for Federated learning for healthcare and Differential privacy in machine learning; such topics are not jointly evidenced.,"Federated Learning for Smart Healthcare: A Survey; Deep learning for healthcare: review, opportunities and challenges; Advances and Open Problems in Federated Learning",,,,,
EV-db3dd7fc7c,,federated_learning_x_privacy,gap,,Future-work opportunity: Extending 'The NIMH Research Domain Criteria (RDoC) Project: Precision Medicine for Psychiatry' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'The NIMH Research Domain Criteria (RDoC) Project: Precision Medicine for Psychiatry' to broader settings is suggested by the absence of such results in the abstract.,The NIMH Research Domain Criteria (RDoC) Project: Precision Medicine for Psychiatry,,,,,
EV-dc4eb176cf,,single_cell_x_transfer_learning,gap,,"Possible gap: 'Cancer Genomics and Diagnostics' appears on only one side of this pairing (Single-cell genomics / Transfer learning in bioinformatics); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.","Possible gap: 'Cancer Genomics and Diagnostics' appears on only one side of this pairing (Single-cell genomics / Transfer learning in bioinformatics); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.",,,,,,
EV-dcc1955a3e,,speech_recognition_x_hearing_aids,gap,,Explicit limitation reported: The abstract of 'Research Domain Criteria' does not report evaluation beyond eating.,Explicit limitation reported: The abstract of 'Research Domain Criteria' does not report evaluation beyond eating.,Research Domain Criteria,,,,,
EV-dce22d4546,,federated_learning_x_privacy,hypothesis,,"Combining the complementary expertise described in 'Bridging illustrative x illustrative: combining Federated learning for healthcare and Differential privacy in machine learning expertise' will yield measurable gains on the identified shared problem, as motivated by the cited evidence.",,Federated learning and differential privacy for medical image analysis,,,,,
EV-dcf0d6c180,,gnn_x_protein_structure,gap,,Future-work opportunity: Extending 'Modeling polypharmacy side effects with graph convolutional networks' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Modeling polypharmacy side effects with graph convolutional networks' to broader settings is suggested by the absence of such results in the abstract.,Modeling polypharmacy side effects with graph convolutional networks,,,,,
EV-dd32ea597d,,knowledge_graph_x_question_answering,gap,,Future-work opportunity: Extending 'QA-GNN: Reasoning with Language Models and Knowledge Graphs for Question Answering' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'QA-GNN: Reasoning with Language Models and Knowledge Graphs for Question Answering' to broader settings is suggested by the absence of such results in the abstract.,QA-GNN: Reasoning with Language Models and Knowledge Graphs for Question Answering,,,,,
EV-dd4e4a465e,,clinical_nlp_x_ehr,intersection,Similarity bridge: 'Machine Learning and Data Mining Methods in Diabetes Researc' and 'Deep EHR: A Survey of Recent Advances in Deep Learning Techn',The two corpus papers most similar (embedding-wise) to the combined researcher inputs are proposed as the basis of a joint direction.,Topics outside the top-ranked papers are least similar to the combined inputs for Natural language processing for clinical text and Electronic health record analytics; such topics are not jointly evidenced.,Machine Learning and Data Mining Methods in Diabetes Research; Deep EHR: A Survey of Recent Advances in Deep Learning Techniques for Electronic Health Record (EHR) Analysis; Scalable and accurate deep learning with electronic health records,,,,,
EV-dda74b6c24,,federated_learning_x_privacy,gap,,Future-work opportunity: Extending 'A Persona-Based Neural Conversation Model' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'A Persona-Based Neural Conversation Model' to broader settings is suggested by the absence of such results in the abstract.,A Persona-Based Neural Conversation Model,,,,,
EV-df65c1a6a5,,gnn_x_protein_structure,gap,,Future-work opportunity: Extending 'Validation of the theoretical domains framework for use in behaviour change and implementation research' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Validation of the theoretical domains framework for use in behaviour change and implementation research' to broader settings is suggested by the absence of such results in the abstract.,Validation of the theoretical domains framework for use in behaviour change and implementation research,,,,,
EV-dfa89eacac,,rl_x_sim_to_real,gap,,Future-work opportunity: Extending 'Sim-to-Real: Learning Agile Locomotion For Quadruped Robots' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Sim-to-Real: Learning Agile Locomotion For Quadruped Robots' to broader settings is suggested by the absence of such results in the abstract.,Sim-to-Real: Learning Agile Locomotion For Quadruped Robots,,,,,
EV-e069394df2,,climate_downscaling_x_deep_learning,gap,,Future-work opportunity: Extending 'The NIMH Research Domain Criteria (RDoC) Project: Precision Medicine for Psychiatry' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'The NIMH Research Domain Criteria (RDoC) Project: Precision Medicine for Psychiatry' to broader settings is suggested by the absence of such results in the abstract.,The NIMH Research Domain Criteria (RDoC) Project: Precision Medicine for Psychiatry,,,,,
EV-e0ce7d78ff,,gnn_x_protein_structure,gap,,Explicit limitation reported: The abstract of 'Diagnostic and Statistical Manual of Mental Disorders' does not report evaluation beyond para.,Explicit limitation reported: The abstract of 'Diagnostic and Statistical Manual of Mental Disorders' does not report evaluation beyond para.,Diagnostic and Statistical Manual of Mental Disorders,,,,,
EV-e13f4014a3,,climate_downscaling_x_deep_learning,gap,,"Possible gap: 'Hydrology and Drought Analysis' appears on only one side of this pairing (Statistical climate downscaling / Deep learning for earth observation); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.","Possible gap: 'Hydrology and Drought Analysis' appears on only one side of this pairing (Statistical climate downscaling / Deep learning for earth observation); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.",,,,,,
EV-e24734ce6b,,gnn_x_protein_structure,hypothesis,,"Combining the complementary expertise described in 'Bridging illustrative x illustrative: combining Graph neural networks for drug discovery and Protein structure prediction expertise' will yield measurable gains on the identified shared problem, as motivated by the cited evidence.",,Molecular Docking: Shifting Paradigms in Drug Discovery,,,,,
EV-e3551e861f,,rl_x_sim_to_real,intersection,Bridging illustrative x illustrative: combining Reinforcement learning for robot control and Sim-to-real transfer in robotics expertise,Both publication records touch 'illustrative x illustrative'. A joint direction could combine the methods of Reinforcement learning for robot control with the methods of Sim-to-real transfer in robotics to address the identified gap. No relevant evidence was found in the searched literature.,Explicit limitation reported: The abstract of 'Real–Sim–Real Transfer for Real-World Robot Control Policy Learning with Deep Reinforcement Learning' does not report evaluation beyond policies.,Real–Sim–Real Transfer for Real-World Robot Control Policy Learning with Deep Reinforcement Learning,,,,,
EV-e516773cd2,,materials_discovery_x_active_learning,hypothesis,,"Combining the complementary expertise described in 'Bridging illustrative x illustrative: combining Machine learning for materials discovery and Active learning for experimental design expertise' will yield measurable gains on the identified shared problem, as motivated by the cited evidence.",,On-the-fly closed-loop materials discovery via Bayesian active learning,,,,,
EV-e531ecdaa7,,rl_x_sim_to_real,gap,,"Possible gap: 'Robotic Locomotion and Control' appears on only one side of this pairing (Reinforcement learning for robot control / Sim-to-real transfer in robotics); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.","Possible gap: 'Robotic Locomotion and Control' appears on only one side of this pairing (Reinforcement learning for robot control / Sim-to-real transfer in robotics); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.",,,,,,
EV-e55e85e0c0,,quantum_chemistry_x_dft,gap,,Explicit limitation reported: The abstract of 'Developing constructs for psychopathology research: Research domain criteria.' does not report evaluation beyond mechanisms.,Explicit limitation reported: The abstract of 'Developing constructs for psychopathology research: Research domain criteria.' does not report evaluation beyond mechanisms.,Developing constructs for psychopathology research: Research domain criteria.,,,,,
EV-e5b98f0e57,,speech_recognition_x_hearing_aids,gap,,"Possible gap: 'Speech and Audio Processing' appears on only one side of this pairing (Automatic speech recognition / Speech enhancement for hearing aids); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.","Possible gap: 'Speech and Audio Processing' appears on only one side of this pairing (Automatic speech recognition / Speech enhancement for hearing aids); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.",,,,,,
EV-e87cca7821,,knowledge_graph_x_question_answering,gap,,No source paper in the retrieved set jointly covers 'Multimodal Machine Learning Applications' across Knowledge graph embeddings and Question answering over knowledge bases; a combined treatment is missing.,No source paper in the retrieved set jointly covers 'Multimodal Machine Learning Applications' across Knowledge graph embeddings and Question answering over knowledge bases; a combined treatment is missing.,Knowledge Graph Embedding: A Survey of Approaches and Applications; Knowledge Graph Embedding by Translating on Hyperplanes; Learning Entity and Relation Embeddings for Knowledge Graph Completion,,,,,
EV-e8b8557ea0,,quantum_chemistry_x_dft,gap,,Future-work opportunity: Extending 'QUANTUM ESPRESSO: a modular and open-source software project for quantum simulations of materials' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'QUANTUM ESPRESSO: a modular and open-source software project for quantum simulations of materials' to broader settings is suggested by the absence of such results in the abstract.,QUANTUM ESPRESSO: a modular and open-source software project for quantum simulations of materials,,,,,
EV-e90c0e349a,,rl_x_sim_to_real,gap,,Future-work opportunity: Extending 'The NIMH Research Domain Criteria (RDoC) Project: Precision Medicine for Psychiatry' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'The NIMH Research Domain Criteria (RDoC) Project: Precision Medicine for Psychiatry' to broader settings is suggested by the absence of such results in the abstract.,The NIMH Research Domain Criteria (RDoC) Project: Precision Medicine for Psychiatry,,,,,
EV-e9dfb72220,,materials_discovery_x_active_learning,gap,,Future-work opportunity: Extending 'Commentary: The Materials Project: A materials genome approach to accelerating materials innovation' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Commentary: The Materials Project: A materials genome approach to accelerating materials innovation' to broader settings is suggested by the absence of such results in the abstract.,Commentary: The Materials Project: A materials genome approach to accelerating materials innovation,,,,,
EV-ea4802a9a1,,knowledge_graph_x_question_answering,intersection,Shared focus: advanced graph neural networks + domain adaptation and few-shot learning,Both profiles reference 'advanced graph neural networks'. Combining Knowledge graph embeddings's methods (see profile) with Question answering over knowledge bases's methods (see profile) may advance the shared problem.,,,,,,,
EV-eab9ea75e4,,recommender_x_fairness,hypothesis,,"Combining the complementary expertise described in 'Bridging illustrative x illustrative: combining Recommender systems and Fairness in machine learning expertise' will yield measurable gains on the identified shared problem, as motivated by the cited evidence.",,SciPy 1.0: fundamental algorithms for scientific computing in Python,,,,,
EV-eacb34a054,,federated_learning_x_privacy,gap,,Explicit limitation reported: The abstract of 'Differential Privacy for Deep and Federated Learning: A Survey' does not report evaluation beyond privacy.,Explicit limitation reported: The abstract of 'Differential Privacy for Deep and Federated Learning: A Survey' does not report evaluation beyond privacy.,Differential Privacy for Deep and Federated Learning: A Survey,,,,,
EV-eae7863bf8,,materials_discovery_x_active_learning,gap,,Explicit limitation reported: The abstract of 'Developing constructs for psychopathology research: Research domain criteria.' does not report evaluation beyond mechanisms.,Explicit limitation reported: The abstract of 'Developing constructs for psychopathology research: Research domain criteria.' does not report evaluation beyond mechanisms.,Developing constructs for psychopathology research: Research domain criteria.,,,,,
EV-eb211f8067,,climate_downscaling_x_deep_learning,hypothesis,,Applying the combined methodology suggested by 'Exploratory pairing: Statistical climate downscaling and Deep learning for earth observation' will yield measurable gains on the shared problem; this remains to be empirically validated.,,,,,,,
EV-ec3cbf1081,,clinical_nlp_x_ehr,gap,,Future-work opportunity: Extending 'Natural language processing: an introduction' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Natural language processing: an introduction' to broader settings is suggested by the absence of such results in the abstract.,Natural language processing: an introduction,,,,,
EV-ecd1cd15e2,,causal_inference_x_clinical_ml,gap,,Future-work opportunity: Extending 'Automated Machine Learning' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Automated Machine Learning' to broader settings is suggested by the absence of such results in the abstract.,Automated Machine Learning,,,,,
EV-ed6e6c23c3,,materials_discovery_x_active_learning,intersection,Bridging illustrative x illustrative: combining Machine learning for materials discovery and Active learning for experimental design expertise,Both publication records touch 'illustrative x illustrative'. A joint direction could combine the methods of Machine learning for materials discovery with the methods of Active learning for experimental design to address the identified gap. No relevant evidence was found in the searched literature.,Explicit limitation reported: The abstract of 'On-the-fly closed-loop materials discovery via Bayesian active learning' does not report evaluation beyond discovery.,On-the-fly closed-loop materials discovery via Bayesian active learning,,,,,
EV-ed70b40ed3,,speech_recognition_x_hearing_aids,gap,,Explicit limitation reported: The abstract of 'Illustrative Cases' does not report evaluation beyond cognitive.,Explicit limitation reported: The abstract of 'Illustrative Cases' does not report evaluation beyond cognitive.,Illustrative Cases,,,,,
EV-ee39a2da03,,single_cell_x_transfer_learning,hypothesis,,"Combining the complementary expertise described in 'Bridging illustrative x illustrative: combining Single-cell genomics and Transfer learning in bioinformatics expertise' will yield measurable gains on the identified shared problem, as motivated by the cited evidence.",,"Dictionary learning for integrative, multimodal and scalable single-cell analysis",,,,,
EV-eec0a6499c,,single_cell_x_transfer_learning,gap,,Future-work opportunity: Extending 'Research Domain Criteria (RDoC): Toward a New Classification Framework for Research on Mental Disorders' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Research Domain Criteria (RDoC): Toward a New Classification Framework for Research on Mental Disorders' to broader settings is suggested by the absence of such results in the abstract.,Research Domain Criteria (RDoC): Toward a New Classification Framework for Research on Mental Disorders,,,,,
EV-ef50b69d27,,recommender_x_fairness,gap,,Future-work opportunity: Extending 'Validation of the theoretical domains framework for use in behaviour change and implementation research' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Validation of the theoretical domains framework for use in behaviour change and implementation research' to broader settings is suggested by the absence of such results in the abstract.,Validation of the theoretical domains framework for use in behaviour change and implementation research,,,,,
